video,site,track_id,label,kind,n_frames,span_s,mean_conf,topk_conf,mean_box_px,first_frame,last_frame,gt_overlap_frames
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3013,0,false,1,0.02,0.1508,0.1508,723.9,393,393,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3014,0,false,1,0.02,0.0311,0.0311,338.6,396,396,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3015,0,false,1,0.02,0.2291,0.2291,1155.2,405,405,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3016,0,false,4,0.22,0.1118,0.1118,1662.3,561,573,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3017,0,false,1,0.02,0.1094,0.1094,2570.0,671,671,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3018,0,false,1,0.02,0.0444,0.0444,740.2,676,676,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3019,0,false,7,0.6,0.1819,0.2434,2084.3,769,804,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3020,0,false,1,0.02,0.0235,0.0235,1212.4,797,797,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3021,0,false,1,0.02,0.021,0.021,2117.7,849,849,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3022,0,false,1,0.02,0.1174,0.1174,899.2,850,850,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3023,0,false,4,0.45,0.0517,0.0517,2224.5,860,886,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3024,0,false,8,0.13,0.0859,0.1174,1105.4,930,937,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3025,0,false,1,0.02,0.057,0.057,1824.9,1091,1091,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3026,0,false,1,0.02,0.024,0.024,1552.4,1136,1136,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3027,0,duplicate,25,0.72,0.138,0.346,1540.8,1199,1241,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3028,0,false,1,0.02,0.0839,0.0839,1045.2,1207,1207,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3029,0,duplicate,2,0.07,0.123,0.123,1882.1,1238,1241,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3030,0,false,1,0.02,0.0478,0.0478,167.6,1566,1566,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3031,0,false,4,0.07,0.1121,0.1121,1397.3,1569,1572,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3032,0,false,2,0.03,0.0661,0.0661,550.3,1575,1576,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3033,0,false,1,0.02,0.0205,0.0205,281.6,1661,1661,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3034,0,false,2,0.05,0.0263,0.0263,458.8,1752,1754,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3035,0,false,2,0.3,0.0298,0.0298,892.6,2024,2041,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3036,0,false,1,0.02,0.0233,0.0233,2176.5,2029,2029,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3037,0,false,7,0.37,0.0474,0.0572,1110.7,2179,2200,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3038,0,false,9,0.25,0.1206,0.1914,487.5,2242,2256,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3039,0,false,1,0.02,0.0413,0.0413,566.1,2316,2316,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3040,0,false,2,0.42,0.0513,0.0513,2970.9,2475,2499,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3041,0,false,1,0.02,0.022,0.022,3289.0,2480,2480,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3042,0,false,1,0.02,0.0685,0.0685,2053.9,2526,2526,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3043,0,false,3,0.05,0.0443,0.0443,1082.2,3023,3025,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3044,0,false,1,0.02,0.0307,0.0307,470.5,3639,3639,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3045,0,false,1,0.02,0.0523,0.0523,338.8,3664,3664,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3046,0,false,1,0.02,0.0276,0.0276,1238.2,3675,3675,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3047,0,false,1,0.02,0.1381,0.1381,2336.4,3778,3778,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3048,0,false,1,0.02,0.0301,0.0301,1774.2,3781,3781,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3049,0,false,1,0.02,0.1031,0.1031,1115.4,4124,4124,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3050,0,false,2,0.02,0.1218,0.1218,1642.6,4239,4239,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3051,0,false,1,0.02,0.0301,0.0301,1009.7,4256,4256,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3052,0,false,2,0.03,0.0372,0.0372,813.9,4294,4295,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3053,0,false,6,0.15,0.0427,0.0466,1372.1,4370,4378,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3054,0,false,1,0.02,0.0241,0.0241,787.0,4558,4558,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3055,0,false,2,0.05,0.077,0.077,1049.3,4610,4612,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3056,0,false,1,0.02,0.0755,0.0755,370.2,4700,4700,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3057,0,false,2,0.02,0.0251,0.0251,446.9,4754,4754,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3058,0,false,3,0.07,0.0284,0.0284,672.2,4812,4815,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3059,0,false,2,0.03,0.0451,0.0451,1274.0,4868,4869,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3060,0,false,1,0.02,0.0204,0.0204,1150.9,4872,4872,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3061,0,false,1,0.02,0.0231,0.0231,390.6,5062,5062,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3062,0,false,1,0.02,0.0528,0.0528,887.9,5065,5065,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3063,0,false,1,0.02,0.0628,0.0628,1223.1,5117,5117,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3064,0,false,1,0.02,0.0962,0.0962,1421.0,5126,5126,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3065,0,false,2,0.22,0.0789,0.0789,1177.4,5154,5166,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3066,0,false,1,0.02,0.1262,0.1262,2311.7,5163,5163,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3067,0,false,3,0.08,0.1026,0.1026,2860.6,5230,5234,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3068,0,false,4,0.07,0.0676,0.0676,1094.5,5266,5269,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3069,0,false,1,0.02,0.0338,0.0338,885.1,5446,5446,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3070,0,false,6,0.07,0.0354,0.0381,1179.7,5686,5689,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3071,0,false,2,0.07,0.1235,0.1235,799.3,5754,5757,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3072,0,false,1,0.02,0.0243,0.0243,632.3,5811,5811,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3073,0,false,3,0.05,0.0317,0.0317,2173.6,5884,5886,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3074,0,false,1,0.02,0.0287,0.0287,296.8,5884,5884,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3075,0,false,1,0.02,0.0366,0.0366,525.2,5892,5892,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3076,0,false,1,0.02,0.1026,0.1026,410.6,5897,5897,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3077,0,false,1,0.02,0.0331,0.0331,1107.1,5917,5917,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3078,0,false,2,0.03,0.0512,0.0512,2430.0,5927,5928,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3079,0,false,1,0.02,0.0205,0.0205,1753.7,5936,5936,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3080,0,false,1,0.02,0.0346,0.0346,672.5,5937,5937,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3081,0,false,4,0.1,0.0372,0.0372,953.2,5943,5948,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3082,0,false,1,0.02,0.0868,0.0868,1823.3,6026,6026,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3083,0,false,1,0.02,0.0391,0.0391,1104.0,6037,6037,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3084,0,false,4,0.48,0.0472,0.0472,633.8,6048,6076,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3085,0,false,1,0.02,0.0528,0.0528,345.6,6072,6072,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3086,0,false,7,0.57,0.0521,0.0641,802.9,6121,6154,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3087,0,false,1,0.02,0.1006,0.1006,833.6,6138,6138,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3088,0,false,2,0.43,0.0299,0.0299,3497.5,6164,6189,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3089,0,false,9,0.13,0.1458,0.2089,2745.0,6169,6176,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3090,0,false,2,0.13,0.0322,0.0322,3787.6,6179,6186,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3091,0,false,1,0.02,0.0391,0.0391,1747.3,6229,6229,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3092,0,false,2,0.17,0.0258,0.0258,1498.4,6231,6240,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3093,0,false,1,0.02,0.0219,0.0219,1437.6,6278,6278,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3094,0,false,2,0.37,0.0371,0.0371,1564.6,6305,6326,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3095,0,false,1,0.02,0.0207,0.0207,844.4,6351,6351,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3096,0,false,1,0.02,0.0218,0.0218,1600.2,6360,6360,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3097,0,false,1,0.02,0.023,0.023,3486.4,6441,6441,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3098,0,false,3,0.08,0.039,0.039,1461.8,6449,6453,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3099,0,false,1,0.02,0.0224,0.0224,1957.8,6976,6976,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3100,0,false,1,0.02,0.0344,0.0344,3018.7,7081,7081,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3101,0,false,3,0.05,0.0451,0.0451,3454.0,7124,7126,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3102,0,false,1,0.02,0.03,0.03,698.1,7176,7176,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3103,0,false,1,0.02,0.0461,0.0461,352.4,7223,7223,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3104,0,false,1,0.02,0.1089,0.1089,996.4,7433,7433,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3105,0,false,1,0.02,0.1751,0.1751,1036.2,7447,7447,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3106,0,false,15,0.48,0.0474,0.0759,919.4,7549,7577,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3107,0,false,61,1.48,0.1012,0.3023,1069.5,7648,7736,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3108,0,false,60,1.28,0.0817,0.2796,1019.8,7723,7799,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3109,0,false,39,1.05,0.1126,0.2924,1003.4,7732,7794,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3110,0,false,1,0.02,0.0291,0.0291,938.5,7759,7759,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3111,0,false,5,0.8,0.0333,0.0333,1047.9,7770,7817,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3112,0,false,1,0.02,0.0221,0.0221,413.6,7786,7786,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3113,0,false,6,0.23,0.0275,0.0289,842.3,7792,7805,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3114,0,false,5,0.1,0.0512,0.0512,1107.9,7850,7855,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3115,0,false,5,0.08,0.0636,0.0636,1969.8,7914,7918,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3116,0,false,4,0.58,0.0557,0.0557,286.7,8040,8074,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3117,0,false,2,0.27,0.0314,0.0314,633.1,8073,8088,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3118,0,false,3,0.05,0.055,0.055,3141.9,8090,8092,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3119,0,false,4,0.08,0.031,0.031,2926.9,8125,8129,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3120,0,false,3,0.05,0.0421,0.0421,2720.2,8160,8162,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3121,0,false,18,0.37,0.0651,0.1049,2806.6,8193,8214,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3122,0,false,8,0.13,0.0392,0.0495,714.7,8224,8231,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3123,0,false,1,0.02,0.0227,0.0227,251.4,8234,8234,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3124,0,false,1,0.02,0.0205,0.0205,236.5,8272,8272,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3125,0,false,1,0.02,0.0272,0.0272,243.2,8339,8339,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3126,0,false,1,0.02,0.0269,0.0269,671.0,8480,8480,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3127,0,false,1,0.02,0.0247,0.0247,1066.0,8536,8536,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3128,0,false,2,0.02,0.026,0.026,792.4,8565,8565,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3129,0,false,4,0.03,0.0302,0.0302,1975.1,8576,8577,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3130,0,false,7,0.37,0.0502,0.0614,763.8,8602,8623,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3131,0,false,5,0.1,0.0479,0.0479,2275.2,8795,8800,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3132,0,false,1,0.02,0.0273,0.0273,1836.1,8807,8807,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3133,0,false,2,0.03,0.0293,0.0293,1441.8,8824,8825,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3134,0,false,3,0.07,0.0933,0.0933,1792.9,8840,8843,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3135,0,false,2,0.02,0.0316,0.0316,480.1,8910,8910,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3136,0,false,1,0.02,0.0431,0.0431,1451.2,9032,9032,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3137,0,false,1,0.02,0.0259,0.0259,528.6,9151,9151,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3138,0,false,1,0.02,0.0294,0.0294,2375.1,9165,9165,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3139,0,false,2,0.07,0.0222,0.0222,972.9,9167,9170,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3140,0,false,1,0.02,0.0234,0.0234,2098.2,9258,9258,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3141,0,false,1,0.02,0.0294,0.0294,2602.4,9426,9426,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3142,0,false,1,0.02,0.0669,0.0669,2620.2,9435,9435,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3143,0,false,5,0.6,0.0297,0.0297,2415.6,9466,9501,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3144,0,false,1,0.02,0.0273,0.0273,1265.9,9653,9653,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3145,0,false,2,0.1,0.0282,0.0282,2509.6,9663,9668,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3146,0,false,8,0.08,0.0511,0.068,972.8,9696,9700,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3147,0,false,2,0.33,0.025,0.025,1980.5,9709,9728,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3148,0,false,2,0.03,0.073,0.073,921.4,9712,9713,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3149,0,false,1,0.02,0.0204,0.0204,485.7,9759,9759,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3150,0,false,3,0.07,0.049,0.049,775.5,9764,9767,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3151,0,false,2,0.02,0.0372,0.0372,802.6,9782,9782,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3152,0,false,1,0.02,0.0524,0.0524,1293.5,9788,9788,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3153,0,false,2,0.27,0.0264,0.0264,2952.7,9811,9826,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3154,0,false,1,0.02,0.0379,0.0379,1754.3,9815,9815,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3155,0,false,5,0.13,0.1004,0.1004,3445.6,9829,9836,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3156,0,false,1,0.02,0.0271,0.0271,1470.2,9891,9891,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3157,0,false,5,0.38,0.0491,0.0491,3340.4,9906,9928,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3158,0,false,1,0.02,0.0296,0.0296,1391.4,9936,9936,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3159,0,false,1,0.02,0.0289,0.0289,2139.9,9989,9989,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3160,0,false,1,0.02,0.1752,0.1752,1915.6,10024,10024,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3161,0,false,3,0.08,0.0293,0.0293,680.5,10025,10029,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3162,0,false,4,0.1,0.2601,0.2601,1625.3,10038,10043,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3163,0,false,20,0.77,0.1696,0.4378,1511.6,10087,10132,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3164,0,false,3,0.43,0.0307,0.0307,1381.9,10146,10171,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3165,0,false,2,0.03,0.0582,0.0582,1122.3,10199,10200,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3166,0,false,6,0.15,0.0848,0.0974,1717.1,10216,10224,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3167,0,false,1,0.02,0.0301,0.0301,557.9,10226,10226,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3168,0,false,1,0.02,0.0204,0.0204,462.6,10253,10253,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3169,0,false,6,0.58,0.0551,0.0618,715.2,10365,10399,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3170,0,false,1,0.02,0.0206,0.0206,1046.1,10374,10374,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3171,0,false,1,0.02,0.0319,0.0319,924.4,10486,10486,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3172,0,false,1,0.02,0.0569,0.0569,728.2,10522,10522,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3173,0,false,17,0.25,0.0714,0.134,995.6,10533,10547,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3174,0,false,2,0.07,0.1629,0.1629,788.1,10551,10554,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3175,0,duplicate,8,0.13,0.1087,0.1557,1883.2,10610,10617,4
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3176,0,false,2,0.02,0.0442,0.0442,1883.9,10638,10638,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3177,0,false,1,0.02,0.0296,0.0296,1249.0,10652,10652,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3178,0,false,6,0.42,0.041,0.0451,1753.9,10660,10684,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3179,0,false,2,0.03,0.0444,0.0444,587.8,10704,10705,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3180,0,false,2,0.03,0.093,0.093,993.2,10710,10711,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3181,0,false,2,0.15,0.0382,0.0382,1127.1,10714,10722,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3182,0,false,1,0.02,0.0272,0.0272,1068.5,10746,10746,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3183,0,false,2,0.5,0.0214,0.0214,1476.3,10773,10802,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3184,0,false,3,0.05,0.1804,0.1804,850.7,10815,10817,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3185,0,false,4,0.03,0.1807,0.1807,1187.5,10859,10860,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3186,0,false,4,0.13,0.0694,0.0694,2215.4,10860,10867,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3187,0,false,2,0.1,0.0315,0.0315,1646.0,10899,10904,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3188,0,false,1,0.02,0.056,0.056,1700.4,10920,10920,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3189,0,false,6,0.35,0.0539,0.0607,711.2,10968,10988,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3190,0,false,13,0.53,0.0343,0.0494,976.0,11022,11053,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3191,0,false,1,0.02,0.0207,0.0207,926.5,11094,11094,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3192,0,false,1,0.02,0.0631,0.0631,1524.4,11165,11165,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3193,0,false,1,0.02,0.0738,0.0738,2268.7,11205,11205,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3194,0,false,3,0.05,0.2106,0.2106,602.1,11453,11455,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3195,0,false,1,0.02,0.0283,0.0283,628.5,11469,11469,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3196,0,false,3,0.13,0.136,0.136,1127.9,11471,11478,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3197,0,false,2,0.02,0.0324,0.0324,846.6,11478,11478,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3198,0,false,1,0.02,0.0248,0.0248,1728.4,11490,11490,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3199,0,false,4,0.57,0.0527,0.0527,1173.3,11494,11527,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3200,0,false,4,0.28,0.0608,0.0608,981.8,11538,11554,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3201,0,false,3,0.47,0.0239,0.0239,382.1,11572,11599,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3202,0,false,2,0.03,0.0886,0.0886,747.8,11654,11655,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3203,0,false,1,0.02,0.0264,0.0264,858.0,11760,11760,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3204,0,false,1,0.02,0.0607,0.0607,1901.8,11788,11788,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3205,0,false,2,0.03,0.0342,0.0342,635.1,11793,11794,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3206,0,false,1,0.02,0.0214,0.0214,439.9,11869,11869,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3207,0,false,1,0.02,0.0583,0.0583,591.6,11928,11928,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3208,0,false,2,0.2,0.0248,0.0248,962.9,11981,11992,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3209,0,false,1,0.02,0.0207,0.0207,513.5,11984,11984,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3210,0,false,1,0.02,0.0213,0.0213,894.5,11993,11993,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3211,0,false,2,0.27,0.0591,0.0591,884.4,12079,12094,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3212,0,false,1,0.02,0.0227,0.0227,1348.6,12090,12090,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3213,0,false,1,0.02,0.0209,0.0209,615.6,12198,12198,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3214,0,false,1,0.02,0.0316,0.0316,2198.5,12554,12554,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3215,0,false,1,0.02,0.0376,0.0376,1180.7,12561,12561,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3216,0,false,1,0.02,0.0331,0.0331,922.7,12591,12591,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3217,0,false,1,0.02,0.0584,0.0584,1899.5,12607,12607,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3218,0,false,1,0.02,0.0467,0.0467,1792.9,12625,12625,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3219,0,false,1,0.02,0.0324,0.0324,1331.1,12651,12651,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3220,0,false,1,0.02,0.0217,0.0217,1071.4,12651,12651,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3221,0,false,1,0.02,0.3172,0.3172,2204.7,12656,12656,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3222,0,false,1,0.02,0.0287,0.0287,1573.2,12660,12660,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3223,0,false,2,0.03,0.0946,0.0946,2112.0,12663,12664,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3224,0,false,3,0.12,0.0231,0.0231,1412.9,12724,12730,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3225,0,duplicate,25,1.5,0.1233,0.2823,1228.2,12824,12913,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3226,0,false,1,0.02,0.0445,0.0445,1923.9,12825,12825,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3227,0,false,1,0.02,0.0396,0.0396,391.9,12839,12839,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,3228,0,false,2,0.32,0.041,0.041,1199.5,12896,12914,0
